name,phone,email,remark,address,Product Name,Lead Interest,Lead Status,Lead Reference,State,Created By,Assigned To,usercode,createdon,isdeleted
Mr. Gagan Nagi,3214914385,gagan.nagi938@business.in,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,CDR Analysis Software,High,Open,Webinar,Karnataka ,Sonal Athawale,Sonal Athawale,,9/13/2025,0
Ms. Isaiah Bandi,0848204957,isaiah.bandi220@mailserver.org,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Website,Uttar Pradesh,Suraj Darade,Suraj Darade,,9/30/2025,0
Mr. Hardik Ray,+915606539,hardik.ray399@business.in,Information given price pitched 28k. Client said he will call on next week.,,Cell Track,High,Open,Webinar,Uttar Pradesh,Pravin Vhatkar,Sonal Athawale,,9/13/2025,0
Mr. Umang Luthra,0975078312,umang.luthra591@example.com,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Maharashtra ,Suraj Darade,Pravin Vhatkar,,10/1/2025,0
Ms. Udant Chhabra,+913435785,udant.chhabra920@example.com,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",Medium,Open,Website,Gujarat,Sonal Athawale,Pravin Vhatkar,,10/4/2025,0
Ms. Jeremiah Chakraborty,4704701900,jeremiah.chakraborty394@business.in,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",High,Open,Webinar,Karnataka ,Suraj Darade,Pravin Vhatkar,,9/25/2025,0
Ms. Gautam Mangal,0072552161,gautam.mangal70@example.com,Information given price pitched 33k. Client said he will call back.,,CDR Analysis Software,High,Open,Webinar,Gujarat,Suraj Darade,Pravin Vhatkar,,9/13/2025,0
Mr. Darsh Wable,0356498683,darsh.wable860@business.in,Information given price pitched 28 000. Client said share me details on whats app he will let us know.,,Cell Track,High,Open,Referral,Maharashtra ,Sonal Athawale,Pravin Vhatkar,,9/15/2025,0
Mrs. Shivansh Som,8975408752,shivansh.som148@example.com,Information given price pitched 28k. Client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Website,Gujarat,Pravin Vhatkar,Pravin Vhatkar,,9/24/2025,0
Mrs. Ishanvi Shukla,8554702739,ishanvi.shukla90@mailserver.org,Information given price pitched 33k. Client said he will call back.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Uttar Pradesh,Suraj Darade,Sonal Athawale,,9/23/2025,0
Mrs. Karan Venkataraman,5685817561,karan.venkataraman233@business.in,Information given. Price pitched 18k. The client said he will let us know.,,Cell Track,High,Open,Referral,Karnataka ,Suraj Darade,Sonal Athawale,,10/5/2025,0
Mr. Ojasvi Vala,+913423018,ojasvi.vala632@mailserver.org,Information given. Price pitched 18k. The client said he will let us know.,,CDR Analysis Software,High,Open,Website,Punjab,Sonal Athawale,Suraj Darade,,10/1/2025,0
Ms. Rayaan Basak,0084851957,rayaan.basak792@business.in,Information given. Price pitched 33 000. The client said he will let us know.,,SDR,Medium,Open,Marketing,Karnataka ,Sonal Athawale,Pravin Vhatkar,,9/23/2025,0
Mrs. Udant Korpal,1574120912,udant.korpal654@mailserver.org,Information given price pitched 33k. Client said he will call back.,,Cell Track,Medium,Open,Website,Maharashtra ,Pravin Vhatkar,Pravin Vhatkar,,9/25/2025,0
Mrs. Chaitanya Suri,0369261959,chaitanya.suri626@example.com,Information given. Price told Rs. 28k. Client said that he will callback for the same.,,Cell Track,Medium,Open,Webinar,Uttar Pradesh,Suraj Darade,Sonal Athawale,,9/14/2025,0
Mrs. Viswanathan,5358476538,dalaja.viswanathan538@example.com,Information given price pitched 18k. Client said he will call on next week.,,CDR Analysis Software,Medium,Open,Referral,Punjab,Pravin Vhatkar,Pravin Vhatkar,,9/9/2025,0
Mrs. Raghavan,0419630642,bhavika.raghavan800@example.com,Information given. Price told Rs. 28k. Client said that he will callback for the same.,,CDR Analysis Software,Medium,Open,Marketing,Tamil Nadu,Suraj Darade,Suraj Darade,,9/23/2025,0
Ms. Tristan Sachdeva,7269521455,tristan.sachdeva919@mailserver.org,Information given price pitched 18k. Client said he will let us know.,,Cell Track,High,Open,Webinar,Gujarat,Suraj Darade,Suraj Darade,,9/18/2025,0
Mrs. Kalpit Bhagat,+919350199,kalpit.bhagat438@example.com,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,CDR Analysis Software,High,Open,Website,Karnataka ,Sonal Athawale,Pravin Vhatkar,,9/16/2025,0
Mr. Kari,+911182574,dalaja.kari407@mailserver.org,Information given price pitched 33k. Client said he will call on next week.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Punjab,Pravin Vhatkar,Suraj Darade,,10/4/2025,0
Mr. Gagan Lanka,+916139714,gagan.lanka335@business.in,Information given. Price pitched 18 000. The client said he will let us know.,,"CDR Analysis Software,SDR",High,Open,Marketing,Punjab,Sonal Athawale,Suraj Darade,,9/20/2025,0
Ms. Omya Shroff,0080075254,omya.shroff150@business.in,Information given price pitched 28 000. Client said he will call back.,,"CDR Analysis Software,SDR",High,Open,Webinar,Uttar Pradesh,Pravin Vhatkar,Sonal Athawale,,9/28/2025,0
Mr. Saanvi Varty,5048887563,saanvi.varty56@example.com,Information given price pitched 18k. Client said he will call back.,,Cell Track,High,Open,Marketing,Bihar & Jharkhand,Suraj Darade,Sonal Athawale,,9/28/2025,0
Mrs. Hemang Mutti,0344870074,hemang.mutti31@example.com,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,Cell Track,High,Open,Website,Karnataka ,Pravin Vhatkar,Suraj Darade,,10/6/2025,0
Ms. Ucchal Verma,0180774717,ucchal.verma186@business.in,Information given price pitched 28k. Client said he will call back.,,Cell Track,High,Open,Referral,Punjab,Suraj Darade,Suraj Darade,,10/4/2025,0
Mrs. Netra Sengupta,0720940571,netra.sengupta1@business.in,Information given price pitched 18k. Client said he will let us know.,,SDR,High,Open,Marketing,Punjab,Sonal Athawale,Pravin Vhatkar,,9/16/2025,0
Ms. Xavier Rattan,0734563726,xavier.rattan535@mailserver.org,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,SDR,Medium,Open,Referral,Uttar Pradesh,Suraj Darade,Suraj Darade,,9/28/2025,0
Mrs. Gayathri Sampath,+915759162,gayathri.sampath242@example.com,Information given price pitched 28k. Client said he will let us know.,,CDR Analysis Software,Medium,Open,Website,Maharashtra ,Sonal Athawale,Suraj Darade,,9/17/2025,0
Ms. Swamy,0851688396,siddharth.swamy665@business.in,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,SDR,High,Open,Webinar,Karnataka ,Suraj Darade,Sonal Athawale,,10/4/2025,0
Mrs. Pushti Naidu,+910682576,pushti.naidu796@business.in,Information given price pitched 33 000. Client said he will call on next week.,,"CDR Analysis Software,SDR",High,Open,Marketing,Tamil Nadu,Pravin Vhatkar,Pravin Vhatkar,,9/9/2025,0
Mr. Mitali Murthy,+913337530,mitali.murthy46@mailserver.org,Information given price pitched 28 000. Client said he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Maharashtra ,Pravin Vhatkar,Suraj Darade,,9/25/2025,0
Mrs. Ojasvi Rajan,0791320281,ojasvi.rajan572@business.in,Information given price pitched 33k. Client said share me details on whats app he will let us know.,,SDR,High,Open,Website,Karnataka ,Sonal Athawale,Sonal Athawale,,10/2/2025,0
Mrs. Urishilla Pal,+913574105,urishilla.pal738@mailserver.org,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,Cell Track,High,Open,Webinar,Punjab,Pravin Vhatkar,Suraj Darade,,10/3/2025,0
Ms. Omaja Kalla,0464489146,omaja.kalla341@mailserver.org,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Goa,Sonal Athawale,Pravin Vhatkar,,9/23/2025,0
Mrs. Anvi Peri,1029947396,anvi.peri215@business.in,Information given price pitched 33k. Client said he will call back.,,SDR,Medium,Open,Webinar,Punjab,Sonal Athawale,Suraj Darade,,9/18/2025,0
Mrs. Siya Cheema,9962877737,siya.cheema525@example.com,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,Cell Track,High,Open,Referral,Bihar & Jharkhand,Suraj Darade,Suraj Darade,,9/13/2025,0
Mrs. Walia,+916303764,william.walia429@business.in,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,Cell Track,Medium,Open,Referral,Delhi & NCR,Suraj Darade,Sonal Athawale,,9/26/2025,0
Ms. Gagan Sekhon,+916097425,gagan.sekhon547@example.com,Information given price pitched 18k. Client said he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Delhi & NCR,Suraj Darade,Pravin Vhatkar,,9/30/2025,0
Ms. Xavier Krishna,0914065701,xavier.krishna881@example.com,Information given price pitched 18k. Client said he will let us know.,,CDR Analysis Software,Medium,Open,Website,Gujarat,Pravin Vhatkar,Sonal Athawale,,9/29/2025,0
Mr. Jatin Rajagopal,+910193114,jatin.rajagopal69@business.in,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Gujarat,Sonal Athawale,Sonal Athawale,,9/22/2025,0
Mrs. Choudhry,+913626741,shravya.choudhry624@business.in,Information given. Price told Rs.33k. Client said that i will call you back after some time.,,SDR,Medium,Open,Webinar,Karnataka ,Pravin Vhatkar,Suraj Darade,,9/21/2025,0
Mr. Amol Mannan,+911736977,amol.mannan922@example.com,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",High,Open,Referral,Goa,Suraj Darade,Pravin Vhatkar,,9/11/2025,0
Mr. Shere,+914533894,wriddhish.shere35@example.com,Information given price pitched 28 000. Client said he will call on next week.,,SDR,Medium,Open,Website,Maharashtra ,Suraj Darade,Sonal Athawale,,9/18/2025,0
Mrs. Eiravati Pai,4001526007,eiravati.pai233@mailserver.org,Information given. Price told Rs.28k. Client said that i will call you back after some time.,,CDR Analysis Software,High,Open,Webinar,Punjab,Pravin Vhatkar,Suraj Darade,,9/30/2025,0
Mrs. Padmanabhan,0820447072,jonathan.padmanabhan186@mailserver.org,Information given price pitched 18 000. Client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Goa,Sonal Athawale,Pravin Vhatkar,,9/12/2025,0
Mrs. Devansh Acharya,0061437520,devansh.acharya256@example.com,Information given. Price told Rs. 33 000. Client said that he will callback for the same.,,Cell Track,Medium,Open,Marketing,Maharashtra ,Suraj Darade,Suraj Darade,,9/23/2025,0
Mr. Panini Kapadia,+910656515,panini.kapadia874@business.in,Information given price pitched 33k. Client said he will call on next week.,,Cell Track,Medium,Open,Webinar,Karnataka ,Suraj Darade,Pravin Vhatkar,,9/22/2025,0
Mr. Nikita Tandon,4466265414,nikita.tandon216@business.in,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",High,Open,Referral,Delhi & NCR,Pravin Vhatkar,Suraj Darade,,10/8/2025,0
Mrs. Daksha Mander,1449112671,daksha.mander66@business.in,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,CDR Analysis Software,High,Open,Webinar,Delhi & NCR,Suraj Darade,Pravin Vhatkar,,9/19/2025,0
Ms. Saksham Pau,+913849992,saksham.pau482@example.com,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Bihar & Jharkhand,Pravin Vhatkar,Suraj Darade,,9/28/2025,0
Mrs. Bajwa,0512564663,urishilla.bajwa20@example.com,Information given price pitched 28 000. Client said he will call back.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Gujarat,Sonal Athawale,Sonal Athawale,,9/15/2025,0
Mrs. Chand,+910411146,jagrati.chand724@mailserver.org,Information given price pitched 28k. Client said he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Maharashtra ,Sonal Athawale,Pravin Vhatkar,,9/14/2025,0
Mrs. Veda Ratta,2128982112,veda.ratta166@example.com,Information given price pitched 28 000. Client said he will call on next week.,,"CDR Analysis Software,SDR",High,Open,Marketing,Punjab,Pravin Vhatkar,Sonal Athawale,,9/22/2025,0
Ms. Vamakshi Majumdar,0138620464,vamakshi.majumdar550@business.in,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,SDR,High,Open,Website,Uttar Pradesh,Sonal Athawale,Sonal Athawale,,10/6/2025,0
Mrs. Eta Randhawa,+912134155,eta.randhawa804@example.com,Information given price pitched 18k. Client said he will call on next week.,,Cell Track,High,Open,Website,Uttar Pradesh,Sonal Athawale,Suraj Darade,,9/19/2025,0
Mr. Oeshi Prakash,+910012654,oeshi.prakash238@business.in,Information given. Price told Rs.33k. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Uttar Pradesh,Pravin Vhatkar,Sonal Athawale,,10/4/2025,0
Mr. Harini Sankar,9602169453,harini.sankar385@mailserver.org,Information given. Price told Rs. 28k. Client said that he will callback for the same.,,Cell Track,High,Open,Marketing,Delhi & NCR,Suraj Darade,Pravin Vhatkar,,9/13/2025,0
Mrs. Farhan Baral,0524160157,farhan.baral709@mailserver.org,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,CDR Analysis Software,High,Open,Marketing,Maharashtra ,Suraj Darade,Sonal Athawale,,9/29/2025,0
Mrs. Yauvani Lal,6486682784,yauvani.lal920@mailserver.org,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,Cell Track,Medium,Open,Marketing,Delhi & NCR,Sonal Athawale,Suraj Darade,,10/4/2025,0
Ms. Vinaya Gokhale,+912173366,vinaya.gokhale442@mailserver.org,Information given. Price told Rs.18k. Client said that i will call you back after some time.,,SDR,High,Open,Referral,Bihar & Jharkhand,Pravin Vhatkar,Sonal Athawale,,10/6/2025,0
Ms. Lekha Lad,+910107709,lekha.lad575@mailserver.org,Information given price pitched 33k. Client said he will call back.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Gujarat,Sonal Athawale,Suraj Darade,,9/27/2025,0
Ms. Hritik Bhardwaj,4050416536,hritik.bhardwaj84@example.com,Information given price pitched 33k. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Uttar Pradesh,Sonal Athawale,Pravin Vhatkar,,9/26/2025,0
Mr. Farhan Saha,0205583428,farhan.saha501@example.com,Information given price pitched 28 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Marketing,Gujarat,Pravin Vhatkar,Sonal Athawale,,10/6/2025,0
Mr. Girindra Ahuja,+919377224,girindra.ahuja332@business.in,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,CDR Analysis Software,High,Open,Marketing,Maharashtra ,Pravin Vhatkar,Sonal Athawale,,9/16/2025,0
Ms. Sathvik Krishnamurthy,0707017129,sathvik.krishnamurthy160@mailserver.org,Information given. Price pitched 28k. The client said he will let us know.,,CDR Analysis Software,Medium,Open,Marketing,Tamil Nadu,Pravin Vhatkar,Sonal Athawale,,10/4/2025,0
Ms. Divan,0832093226,upadhriti.divan591@example.com,Information given price pitched 33k. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Website,Gujarat,Pravin Vhatkar,Sonal Athawale,,9/14/2025,0
Mrs. Banjeet Uppal,0837864611,banjeet.uppal168@example.com,Information given. Price told Rs.28k. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Punjab,Suraj Darade,Suraj Darade,,9/18/2025,0
Mr. Sai Kata,4070366233,sai.kata619@example.com,Information given price pitched 28k. Client said he will let us know.,,CDR Analysis Software,High,Open,Webinar,Punjab,Sonal Athawale,Pravin Vhatkar,,10/4/2025,0
Mrs. Baria,0930833856,jonathan.baria31@business.in,Information given. Price told Rs.28k. Client said that send me quotation for the same.,,Cell Track,High,Open,Referral,Uttar Pradesh,Sonal Athawale,Pravin Vhatkar,,9/24/2025,0
Mrs. Janya Bhargava,8971857360,janya.bhargava400@example.com,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",High,Open,Website,Uttar Pradesh,Sonal Athawale,Sonal Athawale,,9/15/2025,0
Ms. Vincent Shukla,0587312598,vincent.shukla921@business.in,Information given. Price told Rs.28k. Client said that send me quotation for the same.,,SDR,Medium,Open,Marketing,Punjab,Pravin Vhatkar,Sonal Athawale,,9/11/2025,0
Ms. Idika Reddy,0545182764,idika.reddy604@mailserver.org,Information given price pitched 33k. Client said share me details on whats app he will let us know.,,Cell Track,High,Open,Website,Karnataka ,Pravin Vhatkar,Pravin Vhatkar,,10/8/2025,0
Mr. Ridhi Chatterjee,+916084729,ridhi.chatterjee987@mailserver.org,Information given price pitched 28 000. Client said he will let us know.,,SDR,High,Open,Referral,Goa,Pravin Vhatkar,Pravin Vhatkar,,10/2/2025,0
Mr. Elijah Chakraborty,0912278547,elijah.chakraborty436@business.in,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Goa,Suraj Darade,Sonal Athawale,,9/12/2025,0
Mr. Buch,0306886058,joshua.buch466@example.com,Information given price pitched 18 000. Client said he will call on next week.,,"CDR Analysis Software,Cell Track",Medium,Open,Website,Bihar & Jharkhand,Sonal Athawale,Suraj Darade,,9/10/2025,0
Ms. Unni Bhakta,+918480535,unni.bhakta566@example.com,Information given price pitched 18 000. Client said he will let us know.,,SDR,Medium,Open,Marketing,Uttar Pradesh,Suraj Darade,Pravin Vhatkar,,10/4/2025,0
Ms. Harinakshi Hari,+911290750,harinakshi.hari218@mailserver.org,Information given. Price told Rs.28k. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Uttar Pradesh,Pravin Vhatkar,Sonal Athawale,,9/20/2025,0
Mr. Biswas,0405278680,jagrati.biswas447@mailserver.org,Information given. Price told Rs. 33 000. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",High,Open,Referral,Maharashtra ,Suraj Darade,Suraj Darade,,9/26/2025,0
Mrs. Bhandari,+918915876,neelima.bhandari300@mailserver.org,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,CDR Analysis Software,Medium,Open,Webinar,Maharashtra ,Sonal Athawale,Pravin Vhatkar,,9/11/2025,0
Mrs. Yashica Karan,+911814313,yashica.karan161@example.com,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,Cell Track,Medium,Open,Webinar,Bihar & Jharkhand,Sonal Athawale,Pravin Vhatkar,,9/26/2025,0
Mr. Gara,0048817201,champak.gara430@example.com,Information given. Price pitched 28k. The client said he will let us know.,,CDR Analysis Software,High,Open,Marketing,Goa,Pravin Vhatkar,Pravin Vhatkar,,10/7/2025,0
Mrs. Nirja Garde,8790901241,nirja.garde527@mailserver.org,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,Cell Track,Medium,Open,Website,Goa,Sonal Athawale,Suraj Darade,,9/24/2025,0
Mr. Narang,6541434272,yash.narang855@mailserver.org,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,CDR Analysis Software,High,Open,Marketing,Bihar & Jharkhand,Pravin Vhatkar,Sonal Athawale,,9/26/2025,0
Mr. Bhavya Bhatti,3880163781,bhavya.bhatti351@business.in,Information given. Price told Rs.28k. Client said that i will call you back after some time.,,SDR,Medium,Open,Referral,Uttar Pradesh,Sonal Athawale,Sonal Athawale,,9/24/2025,0
Mrs. Rayaan Patla,+912696370,rayaan.patla179@mailserver.org,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Uttar Pradesh,Pravin Vhatkar,Pravin Vhatkar,,9/18/2025,0
Mr. Choudhry,0504031817,ekansh.choudhry203@business.in,Information given. Price pitched 33 000. The client said he will let us know.,,SDR,Medium,Open,Marketing,Uttar Pradesh,Pravin Vhatkar,Pravin Vhatkar,,9/15/2025,0
Mr. Max Toor,0325979096,max.toor938@business.in,Information given price pitched 33k. Client said share me details on whats app he will let us know.,,CDR Analysis Software,High,Open,Webinar,Gujarat,Pravin Vhatkar,Sonal Athawale,,10/4/2025,0
Ms. Aarav Ghose,5972255157,aarav.ghose848@mailserver.org,Information given. Price told Rs.18 000. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Karnataka ,Pravin Vhatkar,Pravin Vhatkar,,9/12/2025,0
Mr. Sarkar,+917215541,lila.sarkar597@business.in,Information given price pitched 18 000. Client said he will call on next week.,,"CDR Analysis Software,Cell Track",High,Open,Referral,Uttar Pradesh,Sonal Athawale,Pravin Vhatkar,,10/8/2025,0
Mr. Fiyaz Chaudhry,+915902424,fiyaz.chaudhry407@mailserver.org,Information given. Price pitched 18k. The client said he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Uttar Pradesh,Suraj Darade,Suraj Darade,,9/11/2025,0
Mrs. Pavani Radhakrishnan,+913407891,pavani.radhakrishnan837@mailserver.org,Information given price pitched 28k. Client said he will let us know.,,Cell Track,Medium,Open,Website,Maharashtra ,Pravin Vhatkar,Suraj Darade,,9/19/2025,0
Mr. Balhaar Chaudhari,6911930609,balhaar.chaudhari369@example.com,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,CDR Analysis Software,Medium,Open,Website,Uttar Pradesh,Pravin Vhatkar,Pravin Vhatkar,,10/7/2025,0
Mrs. Oeshi Mutti,0704879790,oeshi.mutti980@business.in,Information given. Price pitched 28 000. The client said he will let us know.,,"CDR Analysis Software,SDR",High,Open,Webinar,Delhi & NCR,Suraj Darade,Suraj Darade,,9/24/2025,0
Mr. Forum Sharaf,0550430326,forum.sharaf763@example.com,Information given. Price pitched 33 000. The client said he will let us know.,,CDR Analysis Software,High,Open,Marketing,Tamil Nadu,Pravin Vhatkar,Sonal Athawale,,9/23/2025,0
Ms. Jagrati Khosla,+915488925,jagrati.khosla782@example.com,Information given price pitched 28k. Client said he will call back.,,"CDR Analysis Software,Cell Track",High,Open,Webinar,Bihar & Jharkhand,Suraj Darade,Pravin Vhatkar,,9/16/2025,0
Ms. Qadim Chakraborty,4766087338,qadim.chakraborty333@business.in,Information given price pitched 28k. Client said he will call on next week.,,SDR,Medium,Open,Website,Karnataka ,Suraj Darade,Pravin Vhatkar,,9/29/2025,0
Ms. Idika Bhat,+914995771,idika.bhat918@example.com,Information given. Price pitched 33 000. The client said he will let us know.,,SDR,Medium,Open,Marketing,Gujarat,Suraj Darade,Suraj Darade,,9/16/2025,0
Mrs. Dalaja Singhal,0281364555,dalaja.singhal255@business.in,Information given price pitched 33k. Client said he will call back.,,SDR,Medium,Open,Referral,Maharashtra ,Pravin Vhatkar,Pravin Vhatkar,,10/9/2025,0
Mrs. Jai Tank,4115333174,jai.tank789@business.in,Information given. Price pitched 28 000. The client said he will let us know.,,CDR Analysis Software,Medium,Open,Webinar,Tamil Nadu,Pravin Vhatkar,Pravin Vhatkar,,9/26/2025,0
Mrs. Baghyawati Keer,+914485777,baghyawati.keer182@mailserver.org,Information given price pitched 33k. Client said he will call back.,,CDR Analysis Software,High,Open,Referral,Karnataka ,Sonal Athawale,Suraj Darade,,9/20/2025,0
Ms. Parmer,8903025886,udyati.parmer93@example.com,Information given. Price pitched 33k. The client said he will let us know.,,CDR Analysis Software,High,Open,Referral,Maharashtra ,Sonal Athawale,Suraj Darade,,9/24/2025,0
Mr. Barkha Saxena,3741466814,barkha.saxena468@business.in,Information given. Price told Rs.33 000. Client said that send me quotation for the same.,,CDR Analysis Software,Medium,Open,Website,Uttar Pradesh,Sonal Athawale,Suraj Darade,,9/26/2025,0
Ms. Yutika Dhingra,5212194680,yutika.dhingra364@mailserver.org,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Goa,Sonal Athawale,Sonal Athawale,,10/5/2025,0
Mr. Bhavika Kaur,+917352039,bhavika.kaur910@mailserver.org,Information given. Price pitched 18k. The client said he will let us know.,,CDR Analysis Software,High,Open,Referral,Punjab,Pravin Vhatkar,Pravin Vhatkar,,9/14/2025,0
Mr. Dugal,+915506961,sachi.dugal505@mailserver.org,Information given price pitched 33 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Maharashtra ,Pravin Vhatkar,Suraj Darade,,9/12/2025,0
Ms. Ijaya Gour,+917209552,ijaya.gour69@mailserver.org,Information given price pitched 18 000. Client said he will call on next week.,,"CDR Analysis Software,Cell Track",High,Open,Referral,Maharashtra ,Pravin Vhatkar,Sonal Athawale,,9/22/2025,0
Ms. Sampath,+914058854,advaith.sampath619@mailserver.org,Information given price pitched 18k. Client said he will call on next week.,,SDR,High,Open,Referral,Karnataka ,Sonal Athawale,Pravin Vhatkar,,10/1/2025,0
Ms. Sekhon,+915829866,jyoti.sekhon891@mailserver.org,Information given. Price told Rs.28k. Client said that i will call you back after some time.,,CDR Analysis Software,High,Open,Webinar,Maharashtra ,Suraj Darade,Sonal Athawale,,9/27/2025,0
Mr. Nisha Yogi,3328243800,nisha.yogi38@example.com,Information given. Price pitched 18 000. The client said he will let us know.,,CDR Analysis Software,High,Open,Marketing,Maharashtra ,Suraj Darade,Suraj Darade,,9/21/2025,0
Mr. Hemani Bawa,0783468223,hemani.bawa497@business.in,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,SDR,Medium,Open,Referral,Delhi & NCR,Suraj Darade,Suraj Darade,,9/12/2025,0
Mr. Isaiah Viswanathan,+912736884,isaiah.viswanathan259@business.in,Information given. Price told Rs.18 000. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",High,Open,Webinar,Karnataka ,Sonal Athawale,Pravin Vhatkar,,10/9/2025,0
Mrs. Aarnav Bir,0294018139,aarnav.bir376@example.com,Information given price pitched 33k. Client said he will call back.,,Cell Track,High,Open,Website,Bihar & Jharkhand,Pravin Vhatkar,Suraj Darade,,9/17/2025,0
Mr. Mital,+914754962,ekiya.mital871@mailserver.org,Information given price pitched 33k. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Website,Goa,Suraj Darade,Pravin Vhatkar,,9/11/2025,0
Mrs. Nathan Lanka,+912729015,nathan.lanka632@example.com,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Punjab,Sonal Athawale,Pravin Vhatkar,,9/24/2025,0
Ms. Unnati Madan,0136560083,unnati.madan101@example.com,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Maharashtra ,Pravin Vhatkar,Sonal Athawale,,9/17/2025,0
Mr. Ronith Pathak,0026890683,ronith.pathak481@mailserver.org,Information given. Price told Rs. 18k. Client said that he will callback for the same.,,CDR Analysis Software,High,Open,Referral,Uttar Pradesh,Pravin Vhatkar,Pravin Vhatkar,,10/7/2025,0
Ms. Balhaar Wali,0502538375,balhaar.wali939@example.com,Information given. Price told Rs.33k. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",Medium,Open,Website,Bihar & Jharkhand,Sonal Athawale,Suraj Darade,,9/23/2025,0
Mr. Doctor,0987317281,viraj.doctor587@example.com,Information given price pitched 33 000. Client said he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Referral,Bihar & Jharkhand,Pravin Vhatkar,Suraj Darade,,9/24/2025,0
Mrs. David Ravi,9299535107,david.ravi450@business.in,Information given price pitched 33 000. Client said share me details on whats app he will let us know.,,SDR,High,Open,Webinar,Uttar Pradesh,Pravin Vhatkar,Sonal Athawale,,9/12/2025,0
